t_index   tf-idf
2800      0.011680238001206758
9471      0.007129661949282866
3259      0.00801686403539903
10572     0.008674405579278887
8933      0.012717871945783719
9296      0.03308023212678435
192       0.011338271480617343
4635      0.015026797259035935
8893      0.00792346183741665
3312      0.0062277612159122855
7369      0.013848345358404983
10958     0.002794896773378283
9824      0.004085965646642252
6349      0.015371843362925627
5591      0.01722842042084027
9359      0.006134359017929904
7888      0.008600007784466734
5759      0.003265619750124238
6403      0.008090242324239726
8874      0.003518304407709313
6816      0.006870108051126403
449       0.004995632021664349
3321      0.00795431996526385
2164      0.007832485947015931
2625      0.006628469152921216
7175      0.009034967958065026
4540      0.01352972808998826
243       0.010880790638287285
8853      0.01722842042084027
3260      0.012968148024331853
11884     0.004488230125543414
5351      0.005636854873677571
8812      0.00994543665477621
6662      0.012160767759144209
9550      0.007178991988070623
6727      0.004751330732715936
2939      0.00934355263625279
3643      0.007802678321532352
331       0.007802678321532352
3903      0.005511195661153343
8036      0.007600839565871618
6174      0.010810033184194502
3998      0.0101135829368175
6582      0.014388238823167991
10317     0.0075812937025982454
6580      0.008674405579278887
634       0.00934355263625279
7165      0.023135316917490902
4953      0.017660184629451105
5799      0.005215461015455415
2561      0.006824915490497383
2357      0.0034235234124435684
5431      0.014800759165485584
4167      0.011864616089589854
8247      0.007517775399421523
6388      0.008830092314725552
11240     0.01352972808998826
11139     0.024511404186904333
10647     0.009077421506390487
10866     0.014800759165485584
12113     0.008382371928839814
7597      0.006422387665240667
9577      0.011680238001206758
1617      0.006544575923890835
5299      0.007628971242047597
11138     0.004265073459431653
2822      0.008245006289333522
9503      0.012268718035859808
6210      0.005605014882992148
6848      0.014588429014498895
11412     0.007487520552394775
2339      0.003606752917582825
8159      0.005375017066177665
11549     0.004442446795771717
11123     0.011680238001206758
5223      0.012059242538918238
11814     0.00841757197240796
631       0.010953007111294757
109       0.0098376627712441
12111     0.002794896773378283
5142      0.007254314780442747
5259      0.006628469152921216
11835     0.009379551974873303
4794      0.01315813987813763
356       0.01102674404226145
10243     0.002183677563939699
9371      0.0021480598855796334
471       0.010290210690429031
9541      0.009631581283563551
1619      0.013380668366649444
8615      0.010000593304214156
10543     0.010476221207112044
368       0.003964833982163828
8718      0.009034967958065026
2456      0.01102674404226145
9589      0.005375017066177665
11005     0.009163904291808012
4111      0.007773122240190373
4958      0.015026797259035935
6132      0.013560597293898621
12031     0.011771213891607474
3095      0.014198875146962163
3437      0.014388238823167991
10094     0.007410001515889413
10087     0.014019226802517387
6535      0.004929671976994744
1508      0.0037906468512991227
